"train/global_step","Qwen/Qwen2.5-1.5B-Instruct-r8-g64-1756182413 - _step","Qwen/Qwen2.5-1.5B-Instruct-r8-g64-1756182413 - _step__MIN","Qwen/Qwen2.5-1.5B-Instruct-r8-g64-1756182413 - _step__MAX","Qwen/Qwen2.5-1.5B-Instruct-r8-g64-1756182413 - train/reward","Qwen/Qwen2.5-1.5B-Instruct-r8-g64-1756182413 - train/reward__MIN","Qwen/Qwen2.5-1.5B-Instruct-r8-g64-1756182413 - train/reward__MAX","Qwen/Qwen2.5-0.5B-Instruct-r8-g64-1756181910 - _step","Qwen/Qwen2.5-0.5B-Instruct-r8-g64-1756181910 - _step__MIN","Qwen/Qwen2.5-0.5B-Instruct-r8-g64-1756181910 - _step__MAX","Qwen/Qwen2.5-0.5B-Instruct-r8-g64-1756181910 - train/reward","Qwen/Qwen2.5-0.5B-Instruct-r8-g64-1756181910 - train/reward__MIN","Qwen/Qwen2.5-0.5B-Instruct-r8-g64-1756181910 - train/reward__MAX"
"160","4639","4639","4639","0.8153213262557983","0.8153213262557983","0.8153213262557983","","","","","",""
"161","4668","4668","4668","0.8543561697006226","0.8543561697006226","0.8543561697006226","","","","","",""
"162","4697","4697","4697","0.8215259313583374","0.8215259313583374","0.8215259313583374","","","","","",""
"163","4726","4726","4726","0.8906731605529785","0.8906731605529785","0.8906731605529785","","","","","",""
"164","4755","4755","4755","0.9058575630187988","0.9058575630187988","0.9058575630187988","","","","","",""
"165","4784","4784","4784","0.8136438727378845","0.8136438727378845","0.8136438727378845","","","","","",""
"166","4813","4813","4813","0.7448670864105225","0.7448670864105225","0.7448670864105225","","","","","",""
"167","4842","4842","4842","0.7998268008232117","0.7998268008232117","0.7998268008232117","","","","","",""
"168","4871","4871","4871","0.7210392951965332","0.7210392951965332","0.7210392951965332","","","","","",""
"169","4900","4900","4900","0.904708743095398","0.904708743095398","0.904708743095398","","","","","",""
"170","4929","4929","4929","0.7255086898803711","0.7255086898803711","0.7255086898803711","","","","","",""
"171","4958","4958","4958","0.7787215709686279","0.7787215709686279","0.7787215709686279","","","","","",""
"172","4987","4987","4987","0.707534670829773","0.707534670829773","0.707534670829773","","","","","",""
"173","5016","5016","5016","0.8191237449645996","0.8191237449645996","0.8191237449645996","","","","","",""
"174","5045","5045","5045","0.7487489581108093","0.7487489581108093","0.7487489581108093","","","","","",""
"175","5074","5074","5074","0.7588332295417786","0.7588332295417786","0.7588332295417786","","","","","",""
"176","5103","5103","5103","0.7686423659324646","0.7686423659324646","0.7686423659324646","","","","","",""
"177","5132","5132","5132","0.8633137941360474","0.8633137941360474","0.8633137941360474","","","","","",""
"178","5161","5161","5161","0.7395182251930237","0.7395182251930237","0.7395182251930237","","","","","",""
"179","5190","5190","5190","0.9085021615028381","0.9085021615028381","0.9085021615028381","","","","","",""
"180","5219","5219","5219","0.7379333972930908","0.7379333972930908","0.7379333972930908","","","","","",""
"181","5248","5248","5248","0.6929404735565186","0.6929404735565186","0.6929404735565186","","","","","",""
"182","5277","5277","5277","0.618317723274231","0.618317723274231","0.618317723274231","","","","","",""
"183","5306","5306","5306","0.7566680908203125","0.7566680908203125","0.7566680908203125","","","","","",""
"184","5335","5335","5335","0.7239152193069458","0.7239152193069458","0.7239152193069458","","","","","",""
"185","5364","5364","5364","0.7395555377006531","0.7395555377006531","0.7395555377006531","","","","","",""
"186","5393","5393","5393","0.6576710939407349","0.6576710939407349","0.6576710939407349","","","","","",""
"187","5422","5422","5422","0.7024417519569397","0.7024417519569397","0.7024417519569397","","","","","",""
"188","5451","5451","5451","0.627034068107605","0.627034068107605","0.627034068107605","","","","","",""
"189","5480","5480","5480","0.6944845914840698","0.6944845914840698","0.6944845914840698","","","","","",""
"190","5509","5509","5509","0.671163022518158","0.671163022518158","0.671163022518158","","","","","",""
"191","5538","5538","5538","0.6536872386932373","0.6536872386932373","0.6536872386932373","","","","","",""
"192","5567","5567","5567","0.7378612756729126","0.7378612756729126","0.7378612756729126","","","","","",""
"193","5596","5596","5596","0.6337335109710693","0.6337335109710693","0.6337335109710693","","","","","",""
"194","5625","5625","5625","0.5772523283958435","0.5772523283958435","0.5772523283958435","","","","","",""
"195","5654","5654","5654","0.5296921133995056","0.5296921133995056","0.5296921133995056","","","","","",""
"196","5683","5683","5683","0.5727490186691284","0.5727490186691284","0.5727490186691284","","","","","",""
"197","5712","5712","5712","0.5522252917289734","0.5522252917289734","0.5522252917289734","","","","","",""
"198","5741","5741","5741","0.6633078455924988","0.6633078455924988","0.6633078455924988","","","","","",""
"199","5770","5770","5770","0.7226824164390564","0.7226824164390564","0.7226824164390564","","","","","",""
"200","5799","5799","5799","0.7190628051757812","0.7190628051757812","0.7190628051757812","","","","","",""
"201","5828","5828","5828","0.6322915554046631","0.6322915554046631","0.6322915554046631","","","","","",""
"202","5857","5857","5857","0.6948661804199219","0.6948661804199219","0.6948661804199219","","","","","",""
"203","5886","5886","5886","0.5505971908569336","0.5505971908569336","0.5505971908569336","","","","","",""
"204","5915","5915","5915","0.5763839483261108","0.5763839483261108","0.5763839483261108","","","","","",""
"205","5944","5944","5944","0.5192303657531738","0.5192303657531738","0.5192303657531738","","","","","",""
"206","5973","5973","5973","0.6818126440048218","0.6818126440048218","0.6818126440048218","","","","","",""
"207","6002","6002","6002","0.4230617880821228","0.4230617880821228","0.4230617880821228","","","","","",""
"208","6031","6031","6031","0.5476863384246826","0.5476863384246826","0.5476863384246826","","","","","",""
"209","6060","6060","6060","0.5389620065689087","0.5389620065689087","0.5389620065689087","","","","","",""
"210","6089","6089","6089","0.5203186273574829","0.5203186273574829","0.5203186273574829","","","","","",""
"211","6118","6118","6118","0.49529513716697693","0.49529513716697693","0.49529513716697693","","","","","",""
"212","6147","6147","6147","0.5912958383560181","0.5912958383560181","0.5912958383560181","","","","","",""
"213","6176","6176","6176","0.6872667670249939","0.6872667670249939","0.6872667670249939","","","","","",""
"214","6205","6205","6205","0.6623423099517822","0.6623423099517822","0.6623423099517822","","","","","",""
"215","6234","6234","6234","0.6702255010604858","0.6702255010604858","0.6702255010604858","","","","","",""
"216","6263","6263","6263","0.7181214690208435","0.7181214690208435","0.7181214690208435","","","","","",""
"217","6292","6292","6292","0.7113862633705139","0.7113862633705139","0.7113862633705139","","","","","",""
"218","6321","6321","6321","0.6396487951278687","0.6396487951278687","0.6396487951278687","","","","","",""
"219","6350","6350","6350","0.5990835428237915","0.5990835428237915","0.5990835428237915","","","","","",""
"220","6379","6379","6379","0.6392787098884583","0.6392787098884583","0.6392787098884583","","","","","",""
"221","6408","6408","6408","0.5435980558395386","0.5435980558395386","0.5435980558395386","","","","","",""
"222","6437","6437","6437","0.4860398769378662","0.4860398769378662","0.4860398769378662","","","","","",""
"223","6466","6466","6466","0.5255924463272095","0.5255924463272095","0.5255924463272095","","","","","",""
"224","6495","6495","6495","0.6276711821556091","0.6276711821556091","0.6276711821556091","","","","","",""
"225","6524","6524","6524","0.4592078924179077","0.4592078924179077","0.4592078924179077","","","","","",""
"226","6553","6553","6553","0.5705447793006897","0.5705447793006897","0.5705447793006897","","","","","",""
"227","6582","6582","6582","0.5103381872177124","0.5103381872177124","0.5103381872177124","","","","","",""
"228","6611","6611","6611","0.5672554969787598","0.5672554969787598","0.5672554969787598","","","","","",""
"229","6640","6640","6640","0.6470569372177124","0.6470569372177124","0.6470569372177124","","","","","",""
"230","6669","6669","6669","0.5257284045219421","0.5257284045219421","0.5257284045219421","","","","","",""
"231","6698","6698","6698","0.4648505449295044","0.4648505449295044","0.4648505449295044","","","","","",""
"232","6727","6727","6727","0.6377553343772888","0.6377553343772888","0.6377553343772888","","","","","",""
"233","6756","6756","6756","0.704631507396698","0.704631507396698","0.704631507396698","","","","","",""
"234","6785","6785","6785","0.6288275122642517","0.6288275122642517","0.6288275122642517","","","","","",""
"235","6814","6814","6814","0.6069289445877075","0.6069289445877075","0.6069289445877075","","","","","",""
"236","6843","6843","6843","0.6224362850189209","0.6224362850189209","0.6224362850189209","","","","","",""
"237","6872","6872","6872","0.5769941806793213","0.5769941806793213","0.5769941806793213","","","","","",""
"238","6901","6901","6901","0.45444637537002563","0.45444637537002563","0.45444637537002563","","","","","",""
"239","6930","6930","6930","0.6681565642356873","0.6681565642356873","0.6681565642356873","","","","","",""
"240","6959","6959","6959","0.5712526440620422","0.5712526440620422","0.5712526440620422","","","","","",""
"241","6988","6988","6988","0.49333643913269043","0.49333643913269043","0.49333643913269043","","","","","",""
"242","7017","7017","7017","0.5257435441017151","0.5257435441017151","0.5257435441017151","","","","","",""
"243","7046","7046","7046","0.47014859318733215","0.47014859318733215","0.47014859318733215","","","","","",""
"244","7075","7075","7075","0.6318782567977905","0.6318782567977905","0.6318782567977905","","","","","",""
"245","7104","7104","7104","0.677438497543335","0.677438497543335","0.677438497543335","","","","","",""
"246","7133","7133","7133","0.6469357013702393","0.6469357013702393","0.6469357013702393","","","","","",""
"247","7162","7162","7162","0.6772670745849609","0.6772670745849609","0.6772670745849609","","","","","",""
"248","7191","7191","7191","0.6320803165435791","0.6320803165435791","0.6320803165435791","","","","","",""
"249","7220","7220","7220","0.6925865411758423","0.6925865411758423","0.6925865411758423","","","","","",""
"250","7249","7249","7249","0.6319283246994019","0.6319283246994019","0.6319283246994019","","","","","",""
"251","7278","7278","7278","0.5711003541946411","0.5711003541946411","0.5711003541946411","","","","","",""
"252","7307","7307","7307","0.6016168594360352","0.6016168594360352","0.6016168594360352","","","","","",""
"253","7336","7336","7336","0.6774392127990723","0.6774392127990723","0.6774392127990723","","","","","",""
"254","7365","7365","7365","0.6167581677436829","0.6167581677436829","0.6167581677436829","","","","","",""
"255","7394","7394","7394","0.5864014625549316","0.5864014625549316","0.5864014625549316","","","","","",""
"256","7423","7423","7423","0.5712462067604065","0.5712462067604065","0.5712462067604065","","","","","",""
"257","7452","7452","7452","0.6470744609832764","0.6470744609832764","0.6470744609832764","","","","","",""
"258","7481","7481","7481","0.6167594194412231","0.6167594194412231","0.6167594194412231","","","","","",""
"259","7510","7510","7510","0.6774381399154663","0.6774381399154663","0.6774381399154663","","","","","",""
"260","7539","7539","7539","0.5105725526809692","0.5105725526809692","0.5105725526809692","","","","","",""
"261","7568","7568","7568","0.5771428942680359","0.5771428942680359","0.5771428942680359","","","","","",""
"262","7597","7597","7597","0.5712137818336487","0.5712137818336487","0.5712137818336487","","","","","",""
"263","7626","7626","7626","0.6774761080741882","0.6774761080741882","0.6774761080741882","","","","","",""
"264","7655","7655","7655","0.6774284839630127","0.6774284839630127","0.6774284839630127","","","","","",""
"265","7684","7684","7684","0.7532906532287598","0.7532906532287598","0.7532906532287598","","","","","",""
"266","7713","7713","7713","0.6471025943756104","0.6471025943756104","0.6471025943756104","","","","","",""
"267","7742","7742","7742","0.6015715003013611","0.6015715003013611","0.6015715003013611","","","","","",""
"268","7771","7771","7771","0.6624271869659424","0.6624271869659424","0.6624271869659424","","","","","",""
"269","7800","7800","7800","0.5560742616653442","0.5560742616653442","0.5560742616653442","","","","","",""
"270","7829","7829","7829","0.5407620072364807","0.5407620072364807","0.5407620072364807","","","","","",""
"271","7858","7858","7858","0.5864114761352539","0.5864114761352539","0.5864114761352539","","","","","",""
"272","7887","7887","7887","0.5712413787841797","0.5712413787841797","0.5712413787841797","","","","","",""
"273","7916","7916","7916","0.48023390769958496","0.48023390769958496","0.48023390769958496","","","","","",""
"274","7945","7945","7945","0.404366135597229","0.404366135597229","0.404366135597229","","","","","",""
"275","7974","7974","7974","0.47099196910858154","0.47099196910858154","0.47099196910858154","","","","","",""
"276","8003","8003","8003","0.3133518099784851","0.3133518099784851","0.3133518099784851","","","","","",""
"277","8032","8032","8032","0.30397629737854004","0.30397629737854004","0.30397629737854004","","","","","",""
"278","8061","8061","8061","0.18264302611351013","0.18264302611351013","0.18264302611351013","","","","","",""
"279","8090","8090","8090","0.12739400565624237","0.12739400565624237","0.12739400565624237","","","","","",""
"280","8119","8119","8119","0.15905824303627014","0.15905824303627014","0.15905824303627014","","","","","",""
"281","8148","8148","8148","0.13534089922904968","0.13534089922904968","0.13534089922904968","","","","","",""
"282","8177","8177","8177","0.11392071843147278","0.11392071843147278","0.11392071843147278","","","","","",""
"283","8206","8206","8206","0.09278546273708344","0.09278546273708344","0.09278546273708344","","","","","",""
"284","8235","8235","8235","0.07841770350933075","0.07841770350933075","0.07841770350933075","","","","","",""
"285","8264","8264","8264","0.04497477412223816","0.04497477412223816","0.04497477412223816","","","","","",""
"286","8293","8293","8293","0.059399351477622986","0.059399351477622986","0.059399351477622986","","","","","",""
"287","8322","8322","8322","0.021389735862612724","0.021389735862612724","0.021389735862612724","","","","","",""
"288","8351","8351","8351","0.015772636979818344","0.015772636979818344","0.015772636979818344","","","","","",""
"289","8380","8380","8380","0.009844459593296051","0.009844459593296051","0.009844459593296051","","","","","",""
"290","8409","8409","8409","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"291","8438","8438","8438","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"292","8467","8467","8467","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"293","8496","8496","8496","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"294","8525","8525","8525","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"295","8554","8554","8554","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"296","8583","8583","8583","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"297","8612","8612","8612","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"298","8641","8641","8641","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"299","8670","8670","8670","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"300","8699","8699","8699","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"301","8728","8728","8728","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"302","8757","8757","8757","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"303","8786","8786","8786","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"304","8815","8815","8815","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"305","8844","8844","8844","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"306","8873","8873","8873","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"307","8902","8902","8902","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"308","8931","8931","8931","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"309","8960","8960","8960","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"310","8989","8989","8989","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"311","9018","9018","9018","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"312","9047","9047","9047","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"313","9076","9076","9076","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"314","9105","9105","9105","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"315","9134","9134","9134","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"316","9163","9163","9163","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"317","9192","9192","9192","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"318","9221","9221","9221","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"319","9250","9250","9250","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"320","9279","9279","9279","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"321","9308","9308","9308","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"322","9337","9337","9337","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"323","9366","9366","9366","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"324","9395","9395","9395","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"325","9424","9424","9424","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"326","9453","9453","9453","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"327","9482","9482","9482","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"328","9511","9511","9511","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"329","9540","9540","9540","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"330","9569","9569","9569","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"331","9598","9598","9598","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"332","9627","9627","9627","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"333","9656","9656","9656","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"334","9685","9685","9685","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"335","9714","9714","9714","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"336","9743","9743","9743","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"337","9772","9772","9772","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"338","9801","9801","9801","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"339","9830","9830","9830","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"340","9859","9859","9859","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"341","9888","9888","9888","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"342","9917","9917","9917","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"343","9946","9946","9946","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"344","9975","9975","9975","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"345","10004","10004","10004","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"346","10033","10033","10033","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"347","10062","10062","10062","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"348","10091","10091","10091","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"349","10120","10120","10120","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"350","10149","10149","10149","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"351","10178","10178","10178","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"352","10207","10207","10207","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
"353","10236","10236","10236","0.009999999776482582","0.009999999776482582","0.009999999776482582","","","","","",""
