"train/global_step","Qwen/Qwen2.5-0.5B-Instruct-r8-g64-1756174705 - _step","Qwen/Qwen2.5-0.5B-Instruct-r8-g64-1756174705 - _step__MIN","Qwen/Qwen2.5-0.5B-Instruct-r8-g64-1756174705 - _step__MAX","Qwen/Qwen2.5-0.5B-Instruct-r8-g64-1756174705 - train/reward","Qwen/Qwen2.5-0.5B-Instruct-r8-g64-1756174705 - train/reward__MIN","Qwen/Qwen2.5-0.5B-Instruct-r8-g64-1756174705 - train/reward__MAX","Qwen/Qwen2.5-1.5B-Instruct-r8-g64-1756174399 - _step","Qwen/Qwen2.5-1.5B-Instruct-r8-g64-1756174399 - _step__MIN","Qwen/Qwen2.5-1.5B-Instruct-r8-g64-1756174399 - _step__MAX","Qwen/Qwen2.5-1.5B-Instruct-r8-g64-1756174399 - train/reward","Qwen/Qwen2.5-1.5B-Instruct-r8-g64-1756174399 - train/reward__MIN","Qwen/Qwen2.5-1.5B-Instruct-r8-g64-1756174399 - train/reward__MAX"
"37","628","628","628","0.9497500658035278","0.9497500658035278","0.9497500658035278","1072","1072","1072","0.899240255355835","0.899240255355835","0.899240255355835"
"38","645","645","645","0.9220771193504333","0.9220771193504333","0.9220771193504333","1101","1101","1101","0.920465350151062","0.920465350151062","0.920465350151062"
"39","662","662","662","0.9230592846870422","0.9230592846870422","0.9230592846870422","1130","1130","1130","0.8770198225975037","0.8770198225975037","0.8770198225975037"
"40","679","679","679","0.9653006792068481","0.9653006792068481","0.9653006792068481","1159","1159","1159","0.9651609659194946","0.9651609659194946","0.9651609659194946"
"41","696","696","696","0.9151276350021362","0.9151276350021362","0.9151276350021362","1188","1188","1188","0.880591630935669","0.880591630935669","0.880591630935669"
"42","713","713","713","0.9160913228988647","0.9160913228988647","0.9160913228988647","1217","1217","1217","0.889012336730957","0.889012336730957","0.889012336730957"
"43","730","730","730","0.9193282127380371","0.9193282127380371","0.9193282127380371","1246","1246","1246","0.8740501999855042","0.8740501999855042","0.8740501999855042"
"44","747","747","747","0.947339653968811","0.947339653968811","0.947339653968811","1275","1275","1275","0.9478848576545715","0.9478848576545715","0.9478848576545715"
"45","764","764","764","0.912837028503418","0.912837028503418","0.912837028503418","1304","1304","1304","0.9367325305938721","0.9367325305938721","0.9367325305938721"
"46","781","781","781","0.9501004219055176","0.9501004219055176","0.9501004219055176","1333","1333","1333","0.9061431884765625","0.9061431884765625","0.9061431884765625"
"47","798","798","798","0.9444159269332886","0.9444159269332886","0.9444159269332886","1362","1362","1362","0.9357215166091919","0.9357215166091919","0.9357215166091919"
"48","815","815","815","0.9428483247756958","0.9428483247756958","0.9428483247756958","1391","1391","1391","0.9077596664428711","0.9077596664428711","0.9077596664428711"
"49","832","832","832","0.9197284579277039","0.9197284579277039","0.9197284579277039","1420","1420","1420","0.9103963375091553","0.9103963375091553","0.9103963375091553"
"50","849","849","849","0.945364236831665","0.945364236831665","0.945364236831665","1449","1449","1449","0.9394874572753906","0.9394874572753906","0.9394874572753906"
"51","866","866","866","0.9636807441711426","0.9636807441711426","0.9636807441711426","1478","1478","1478","0.9204531311988831","0.9204531311988831","0.9204531311988831"
"52","883","883","883","0.9300562143325806","0.9300562143325806","0.9300562143325806","1507","1507","1507","0.9557333588600159","0.9557333588600159","0.9557333588600159"
"53","900","900","900","0.9480645656585693","0.9480645656585693","0.9480645656585693","1536","1536","1536","0.8922849893569946","0.8922849893569946","0.8922849893569946"
"54","917","917","917","0.9620787501335144","0.9620787501335144","0.9620787501335144","1565","1565","1565","0.939599871635437","0.939599871635437","0.939599871635437"
"55","934","934","934","0.9465482831001282","0.9465482831001282","0.9465482831001282","1594","1594","1594","0.9196903705596924","0.9196903705596924","0.9196903705596924"
"56","951","951","951","0.9674677848815918","0.9674677848815918","0.9674677848815918","1623","1623","1623","0.9566903114318848","0.9566903114318848","0.9566903114318848"
"57","968","968","968","0.9308520555496216","0.9308520555496216","0.9308520555496216","1652","1652","1652","0.9055259227752686","0.9055259227752686","0.9055259227752686"
"58","985","985","985","0.9402583837509155","0.9402583837509155","0.9402583837509155","1681","1681","1681","0.953825831413269","0.953825831413269","0.953825831413269"
"59","1002","1002","1002","0.9671796560287476","0.9671796560287476","0.9671796560287476","1710","1710","1710","0.9698548316955566","0.9698548316955566","0.9698548316955566"
"60","1019","1019","1019","0.9624950885772705","0.9624950885772705","0.9624950885772705","1739","1739","1739","0.9277876615524292","0.9277876615524292","0.9277876615524292"
"61","1036","1036","1036","0.9475082755088806","0.9475082755088806","0.9475082755088806","1768","1768","1768","0.9546643495559692","0.9546643495559692","0.9546643495559692"
"62","1053","1053","1053","0.9633818864822388","0.9633818864822388","0.9633818864822388","1797","1797","1797","0.9514517784118652","0.9514517784118652","0.9514517784118652"
"63","1070","1070","1070","0.9594354629516602","0.9594354629516602","0.9594354629516602","1826","1826","1826","0.952142059803009","0.952142059803009","0.952142059803009"
"64","1087","1087","1087","0.9629800319671631","0.9629800319671631","0.9629800319671631","1855","1855","1855","0.9697726964950562","0.9697726964950562","0.9697726964950562"
"65","1104","1104","1104","0.9331072568893433","0.9331072568893433","0.9331072568893433","1884","1884","1884","0.9698224067687988","0.9698224067687988","0.9698224067687988"
"66","1121","1121","1121","0.9637629985809326","0.9637629985809326","0.9637629985809326","1913","1913","1913","0.9402309656143188","0.9402309656143188","0.9402309656143188"
"67","1138","1138","1138","0.9181602001190186","0.9181602001190186","0.9181602001190186","1942","1942","1942","0.9405052661895752","0.9405052661895752","0.9405052661895752"
"68","1155","1155","1155","0.9465622901916504","0.9465622901916504","0.9465622901916504","1971","1971","1971","0.9239111542701721","0.9239111542701721","0.9239111542701721"
"69","1172","1172","1172","0.9673086404800415","0.9673086404800415","0.9673086404800415","2000","2000","2000","0.9427613019943237","0.9427613019943237","0.9427613019943237"
"70","1189","1189","1189","0.9650214314460754","0.9650214314460754","0.9650214314460754","2029","2029","2029","0.9537152051925659","0.9537152051925659","0.9537152051925659"
"71","1206","1206","1206","0.9624966382980347","0.9624966382980347","0.9624966382980347","2058","2058","2058","0.9718475937843323","0.9718475937843323","0.9718475937843323"
"72","1223","1223","1223","0.9660508036613464","0.9660508036613464","0.9660508036613464","2087","2087","2087","0.970636248588562","0.970636248588562","0.970636248588562"
"73","1240","1240","1240","0.953781008720398","0.953781008720398","0.953781008720398","2116","2116","2116","0.955426812171936","0.955426812171936","0.955426812171936"
"74","1257","1257","1257","0.9615697860717773","0.9615697860717773","0.9615697860717773","2145","2145","2145","0.9555440545082092","0.9555440545082092","0.9555440545082092"
"75","1274","1274","1274","0.9672691822052002","0.9672691822052002","0.9672691822052002","2174","2174","2174","0.9267829656600952","0.9267829656600952","0.9267829656600952"
"76","1291","1291","1291","0.9507339000701904","0.9507339000701904","0.9507339000701904","2203","2203","2203","0.9701257348060608","0.9701257348060608","0.9701257348060608"
"77","1308","1308","1308","0.9478131532669067","0.9478131532669067","0.9478131532669067","2232","2232","2232","0.9548157453536987","0.9548157453536987","0.9548157453536987"
"78","1325","1325","1325","0.9480223655700684","0.9480223655700684","0.9480223655700684","2261","2261","2261","0.9707394242286682","0.9707394242286682","0.9707394242286682"
"79","1342","1342","1342","0.9617903828620911","0.9617903828620911","0.9617903828620911","2290","2290","2290","0.9562551975250244","0.9562551975250244","0.9562551975250244"
"80","1359","1359","1359","0.9641851186752319","0.9641851186752319","0.9641851186752319","2319","2319","2319","0.9397914409637451","0.9397914409637451","0.9397914409637451"
"81","1376","1376","1376","0.9600270986557007","0.9600270986557007","0.9600270986557007","2348","2348","2348","0.9726148843765259","0.9726148843765259","0.9726148843765259"
"82","1393","1393","1393","0.939792275428772","0.939792275428772","0.939792275428772","2377","2377","2377","0.9712523221969604","0.9712523221969604","0.9712523221969604"
"83","1410","1410","1410","0.9630968570709229","0.9630968570709229","0.9630968570709229","2406","2406","2406","0.9756850004196167","0.9756850004196167","0.9756850004196167"
"84","1427","1427","1427","0.9653838872909546","0.9653838872909546","0.9653838872909546","2435","2435","2435","0.9430661797523499","0.9430661797523499","0.9430661797523499"
"85","1444","1444","1444","0.9385504722595215","0.9385504722595215","0.9385504722595215","2464","2464","2464","0.9585850238800049","0.9585850238800049","0.9585850238800049"
"86","1461","1461","1461","0.9629099369049072","0.9629099369049072","0.9629099369049072","2493","2493","2493","0.9589611291885376","0.9589611291885376","0.9589611291885376"
"87","1478","1478","1478","0.9516835808753967","0.9516835808753967","0.9516835808753967","2522","2522","2522","0.9721507430076599","0.9721507430076599","0.9721507430076599"
"88","1495","1495","1495","0.9626286029815674","0.9626286029815674","0.9626286029815674","2551","2551","2551","0.9590284824371338","0.9590284824371338","0.9590284824371338"
"89","1512","1512","1512","0.9617489576339722","0.9617489576339722","0.9617489576339722","2580","2580","2580","0.974892795085907","0.974892795085907","0.974892795085907"
"90","1529","1529","1529","0.9534461498260498","0.9534461498260498","0.9534461498260498","2609","2609","2609","0.9772781133651733","0.9772781133651733","0.9772781133651733"
"91","1546","1546","1546","0.9082064628601074","0.9082064628601074","0.9082064628601074","2638","2638","2638","0.9685291051864624","0.9685291051864624","0.9685291051864624"
"92","1563","1563","1563","0.9521529674530029","0.9521529674530029","0.9521529674530029","2667","2667","2667","0.9760244488716125","0.9760244488716125","0.9760244488716125"
"93","1580","1580","1580","0.9346221685409546","0.9346221685409546","0.9346221685409546","2696","2696","2696","0.9759314060211182","0.9759314060211182","0.9759314060211182"
"94","1597","1597","1597","0.9483312368392944","0.9483312368392944","0.9483312368392944","2725","2725","2725","0.9778235554695129","0.9778235554695129","0.9778235554695129"
"95","1614","1614","1614","0.9467803239822388","0.9467803239822388","0.9467803239822388","2754","2754","2754","0.9629271030426025","0.9629271030426025","0.9629271030426025"
"96","1631","1631","1631","0.951146125793457","0.951146125793457","0.951146125793457","2783","2783","2783","0.9802421927452087","0.9802421927452087","0.9802421927452087"
"97","1648","1648","1648","0.9425094723701477","0.9425094723701477","0.9425094723701477","2812","2812","2812","0.96794593334198","0.96794593334198","0.96794593334198"
"98","1665","1665","1665","0.9507731795310974","0.9507731795310974","0.9507731795310974","2841","2841","2841","0.9793047904968262","0.9793047904968262","0.9793047904968262"
"99","1682","1682","1682","0.9493435621261597","0.9493435621261597","0.9493435621261597","2870","2870","2870","0.9651088118553162","0.9651088118553162","0.9651088118553162"
"100","1699","1699","1699","0.9491101503372192","0.9491101503372192","0.9491101503372192","2899","2899","2899","0.9847849607467651","0.9847849607467651","0.9847849607467651"
"101","1716","1716","1716","0.9425424933433533","0.9425424933433533","0.9425424933433533","2928","2928","2928","0.9858626127243042","0.9858626127243042","0.9858626127243042"
"102","1733","1733","1733","0.9321508407592773","0.9321508407592773","0.9321508407592773","2957","2957","2957","0.9901909828186035","0.9901909828186035","0.9901909828186035"
"103","1750","1750","1750","0.96149742603302","0.96149742603302","0.96149742603302","2986","2986","2986","0.9741717576980591","0.9741717576980591","0.9741717576980591"
"104","1767","1767","1767","0.9423692226409912","0.9423692226409912","0.9423692226409912","3015","3015","3015","0.9736325740814209","0.9736325740814209","0.9736325740814209"
"105","1784","1784","1784","0.9252150058746338","0.9252150058746338","0.9252150058746338","3044","3044","3044","0.9834268093109131","0.9834268093109131","0.9834268093109131"
"106","1801","1801","1801","0.916253924369812","0.916253924369812","0.916253924369812","3073","3073","3073","0.988814115524292","0.988814115524292","0.988814115524292"
"107","1818","1818","1818","0.940572202205658","0.940572202205658","0.940572202205658","3102","3102","3102","0.9897984862327576","0.9897984862327576","0.9897984862327576"
"108","1835","1835","1835","0.9448112845420837","0.9448112845420837","0.9448112845420837","3131","3131","3131","0.9762064218521118","0.9762064218521118","0.9762064218521118"
"109","1852","1852","1852","0.9221137762069702","0.9221137762069702","0.9221137762069702","3160","3160","3160","0.9968770742416382","0.9968770742416382","0.9968770742416382"
"110","1869","1869","1869","0.9511590600013733","0.9511590600013733","0.9511590600013733","3189","3189","3189","0.9943680763244629","0.9943680763244629","0.9943680763244629"
"111","1886","1886","1886","0.931827962398529","0.931827962398529","0.931827962398529","3218","3218","3218","0.9954267740249634","0.9954267740249634","0.9954267740249634"
"112","1903","1903","1903","0.9229616522789001","0.9229616522789001","0.9229616522789001","3247","3247","3247","0.9964731931686401","0.9964731931686401","0.9964731931686401"
"113","1920","1920","1920","0.9492360353469849","0.9492360353469849","0.9492360353469849","3276","3276","3276","0.9968444108963013","0.9968444108963013","0.9968444108963013"
"114","1937","1937","1937","0.9360273480415344","0.9360273480415344","0.9360273480415344","3305","3305","3305","0.9821833968162537","0.9821833968162537","0.9821833968162537"
"115","1954","1954","1954","0.953383207321167","0.953383207321167","0.953383207321167","3334","3334","3334","0.9904347658157349","0.9904347658157349","0.9904347658157349"
"116","1971","1971","1971","0.9552820920944214","0.9552820920944214","0.9552820920944214","3363","3363","3363","0.9982197284698486","0.9982197284698486","0.9982197284698486"
"117","1988","1988","1988","0.9331949353218079","0.9331949353218079","0.9331949353218079","3392","3392","3392","0.9912072420120239","0.9912072420120239","0.9912072420120239"
"118","2005","2005","2005","0.9574053287506104","0.9574053287506104","0.9574053287506104","3421","3421","3421","0.9962555170059204","0.9962555170059204","0.9962555170059204"
"119","2022","2022","2022","0.9347596764564514","0.9347596764564514","0.9347596764564514","3450","3450","3450","0.9985530972480774","0.9985530972480774","0.9985530972480774"
"120","2039","2039","2039","0.9436808824539185","0.9436808824539185","0.9436808824539185","3479","3479","3479","0.9992927312850952","0.9992927312850952","0.9992927312850952"
"121","2056","2056","2056","0.9207852482795715","0.9207852482795715","0.9207852482795715","3508","3508","3508","0.9988068342208862","0.9988068342208862","0.9988068342208862"
"122","2073","2073","2073","0.9008257389068604","0.9008257389068604","0.9008257389068604","3537","3537","3537","0.983206033706665","0.983206033706665","0.983206033706665"
"123","2090","2090","2090","0.9101769924163818","0.9101769924163818","0.9101769924163818","3566","3566","3566","0.995936930179596","0.995936930179596","0.995936930179596"
"124","2107","2107","2107","0.9391688108444214","0.9391688108444214","0.9391688108444214","3595","3595","3595","0.9988169074058533","0.9988169074058533","0.9988169074058533"
"125","2124","2124","2124","0.9403352737426758","0.9403352737426758","0.9403352737426758","3624","3624","3624","0.9988348484039307","0.9988348484039307","0.9988348484039307"
"126","2141","2141","2141","0.9116500616073608","0.9116500616073608","0.9116500616073608","3653","3653","3653","0.9856357574462891","0.9856357574462891","0.9856357574462891"
"127","2158","2158","2158","0.9394668936729431","0.9394668936729431","0.9394668936729431","3682","3682","3682","0.9824055433273315","0.9824055433273315","0.9824055433273315"
"128","2175","2175","2175","0.9560608863830566","0.9560608863830566","0.9560608863830566","3711","3711","3711","0.9822872877120972","0.9822872877120972","0.9822872877120972"
"129","2192","2192","2192","0.928378701210022","0.928378701210022","0.928378701210022","3740","3740","3740","0.9959511756896973","0.9959511756896973","0.9959511756896973"
"130","2209","2209","2209","0.928374707698822","0.928374707698822","0.928374707698822","3769","3769","3769","0.9949926137924194","0.9949926137924194","0.9949926137924194"
"131","2226","2226","2226","0.9185064435005188","0.9185064435005188","0.9185064435005188","3798","3798","3798","0.9798426032066345","0.9798426032066345","0.9798426032066345"
"132","2243","2243","2243","0.9189457893371582","0.9189457893371582","0.9189457893371582","3827","3827","3827","0.9904635548591614","0.9904635548591614","0.9904635548591614"
"133","2260","2260","2260","0.9093799591064453","0.9093799591064453","0.9093799591064453","3856","3856","3856","0.9796411395072937","0.9796411395072937","0.9796411395072937"
"134","2277","2277","2277","0.9384190440177917","0.9384190440177917","0.9384190440177917","3885","3885","3885","0.9849977493286133","0.9849977493286133","0.9849977493286133"
"135","2294","2294","2294","0.9401012659072876","0.9401012659072876","0.9401012659072876","3914","3914","3914","0.9874023199081421","0.9874023199081421","0.9874023199081421"
"136","2311","2311","2311","0.9217439889907837","0.9217439889907837","0.9217439889907837","3943","3943","3943","0.9912858009338379","0.9912858009338379","0.9912858009338379"
"137","2328","2328","2328","0.9045145511627197","0.9045145511627197","0.9045145511627197","3972","3972","3972","0.9775376915931702","0.9775376915931702","0.9775376915931702"
"138","2345","2345","2345","0.8974977731704712","0.8974977731704712","0.8974977731704712","4001","4001","4001","0.992656409740448","0.992656409740448","0.992656409740448"
"139","2362","2362","2362","0.8207969665527344","0.8207969665527344","0.8207969665527344","4030","4030","4030","0.9888649582862854","0.9888649582862854","0.9888649582862854"
"140","2379","2379","2379","0.9188505411148071","0.9188505411148071","0.9188505411148071","4059","4059","4059","0.9926059246063232","0.9926059246063232","0.9926059246063232"
"141","2396","2396","2396","0.8857162594795227","0.8857162594795227","0.8857162594795227","4088","4088","4088","0.9582481384277344","0.9582481384277344","0.9582481384277344"
"142","2413","2413","2413","0.933370053768158","0.933370053768158","0.933370053768158","4117","4117","4117","0.9555807709693909","0.9555807709693909","0.9555807709693909"
"143","2430","2430","2430","0.9373709559440613","0.9373709559440613","0.9373709559440613","4146","4146","4146","0.9907668828964233","0.9907668828964233","0.9907668828964233"
"144","","","","","","","4175","4175","4175","0.9880483746528625","0.9880483746528625","0.9880483746528625"
"145","","","","","","","4204","4204","4204","0.9858566522598267","0.9858566522598267","0.9858566522598267"
"146","","","","","","","4233","4233","4233","0.9529584646224976","0.9529584646224976","0.9529584646224976"
"147","","","","","","","4262","4262","4262","0.9738693237304688","0.9738693237304688","0.9738693237304688"
"148","","","","","","","4291","4291","4291","0.9595855474472046","0.9595855474472046","0.9595855474472046"
"149","","","","","","","4320","4320","4320","0.9630007743835449","0.9630007743835449","0.9630007743835449"
"150","","","","","","","4349","4349","4349","0.9680058360099792","0.9680058360099792","0.9680058360099792"
"151","","","","","","","4378","4378","4378","0.9921331405639648","0.9921331405639648","0.9921331405639648"
"152","","","","","","","4407","4407","4407","0.9704068899154663","0.9704068899154663","0.9704068899154663"
"153","","","","","","","4436","4436","4436","0.9495441913604736","0.9495441913604736","0.9495441913604736"
"154","","","","","","","4465","4465","4465","0.962058424949646","0.962058424949646","0.962058424949646"
"155","","","","","","","4494","4494","4494","0.9272584915161133","0.9272584915161133","0.9272584915161133"
"156","","","","","","","4523","4523","4523","0.9634536504745483","0.9634536504745483","0.9634536504745483"
"157","","","","","","","4552","4552","4552","0.9688304662704468","0.9688304662704468","0.9688304662704468"
"158","","","","","","","4581","4581","4581","0.947370171546936","0.947370171546936","0.947370171546936"
"159","","","","","","","4610","4610","4610","0.9618210792541504","0.9618210792541504","0.9618210792541504"
"160","","","","","","","4639","4639","4639","0.9456957578659058","0.9456957578659058","0.9456957578659058"
"161","","","","","","","4668","4668","4668","0.9121431112289429","0.9121431112289429","0.9121431112289429"
"162","","","","","","","4697","4697","4697","0.9644215703010559","0.9644215703010559","0.9644215703010559"
"163","","","","","","","4726","4726","4726","0.9431990385055542","0.9431990385055542","0.9431990385055542"
"164","","","","","","","4755","4755","4755","0.9738181233406067","0.9738181233406067","0.9738181233406067"
"165","","","","","","","4784","4784","4784","0.9684573411941528","0.9684573411941528","0.9684573411941528"
"166","","","","","","","4813","4813","4813","0.9419017434120178","0.9419017434120178","0.9419017434120178"
"167","","","","","","","4842","4842","4842","0.934516429901123","0.934516429901123","0.934516429901123"
"168","","","","","","","4871","4871","4871","0.9348020553588867","0.9348020553588867","0.9348020553588867"
"169","","","","","","","4900","4900","4900","0.9587487578392029","0.9587487578392029","0.9587487578392029"
"170","","","","","","","4929","4929","4929","0.9131311178207397","0.9131311178207397","0.9131311178207397"
"171","","","","","","","4958","4958","4958","0.9365290403366089","0.9365290403366089","0.9365290403366089"
"172","","","","","","","4987","4987","4987","0.9099563956260681","0.9099563956260681","0.9099563956260681"
"173","","","","","","","5016","5016","5016","0.899728536605835","0.899728536605835","0.899728536605835"
"174","","","","","","","5045","5045","5045","0.863750159740448","0.863750159740448","0.863750159740448"
"175","","","","","","","5074","5074","5074","0.9065439701080322","0.9065439701080322","0.9065439701080322"
"176","","","","","","","5103","5103","5103","0.8926150798797607","0.8926150798797607","0.8926150798797607"
"177","","","","","","","5132","5132","5132","0.8057050704956055","0.8057050704956055","0.8057050704956055"
"178","","","","","","","5161","5161","5161","0.8750046491622925","0.8750046491622925","0.8750046491622925"
"179","","","","","","","5190","5190","5190","0.8798232674598694","0.8798232674598694","0.8798232674598694"
"180","","","","","","","5219","5219","5219","0.89837646484375","0.89837646484375","0.89837646484375"
"181","","","","","","","5248","5248","5248","0.8617568016052246","0.8617568016052246","0.8617568016052246"
"182","","","","","","","5277","5277","5277","0.754768967628479","0.754768967628479","0.754768967628479"
"183","","","","","","","5306","5306","5306","0.905455470085144","0.905455470085144","0.905455470085144"
"184","","","","","","","5335","5335","5335","0.8309328556060791","0.8309328556060791","0.8309328556060791"
"185","","","","","","","5364","5364","5364","0.7738083600997925","0.7738083600997925","0.7738083600997925"
"186","","","","","","","5393","5393","5393","0.846767246723175","0.846767246723175","0.846767246723175"
"187","","","","","","","5422","5422","5422","0.844294548034668","0.844294548034668","0.844294548034668"
"188","","","","","","","5451","5451","5451","0.8199601173400879","0.8199601173400879","0.8199601173400879"
"189","","","","","","","5480","5480","5480","0.7385124564170837","0.7385124564170837","0.7385124564170837"
"190","","","","","","","5509","5509","5509","0.7726864814758301","0.7726864814758301","0.7726864814758301"
"191","","","","","","","5538","5538","5538","0.7144718170166016","0.7144718170166016","0.7144718170166016"
"192","","","","","","","5567","5567","5567","0.7286296486854553","0.7286296486854553","0.7286296486854553"
"193","","","","","","","5596","5596","5596","0.6449602842330933","0.6449602842330933","0.6449602842330933"
"194","","","","","","","5625","5625","5625","0.5605772137641907","0.5605772137641907","0.5605772137641907"
"195","","","","","","","5654","5654","5654","0.463736355304718","0.463736355304718","0.463736355304718"
"196","","","","","","","5683","5683","5683","0.4932226538658142","0.4932226538658142","0.4932226538658142"
"197","","","","","","","5712","5712","5712","0.5282446146011353","0.5282446146011353","0.5282446146011353"
"198","","","","","","","5741","5741","5741","0.5745712518692017","0.5745712518692017","0.5745712518692017"
